sp_f600xsp_f600,sp_f600xsp_f857,sp_f600xsp_f1200,sp_f857xsp_f857,sp_f857xsp_f1200,sp_f1200xsp_f1200
7003.298934613686,10498.8462933195,11568.00818394612,16388.900285382864,18751.065211626774,22383.27174034311
6995.553462902621,10487.713914519463,11556.861827876712,16371.937675590223,18733.092787445657,22363.07422198105
6987.80675779878,10476.580850002221,11545.715294460719,16354.974811574908,18715.120500330682,22342.877129009532
6980.095775041886,10465.505076066378,11534.629162522695,16338.105340809627,18697.24801888598,22322.78785882771
6972.418594423874,10454.471800223622,11523.58107841219,16321.294710684973,18679.43549158285,22302.76885671103
6964.776684023485,10443.469694209245,11512.548055470841,16304.511677019862,18661.63781209214,22282.762433598815
6957.140954329321,10432.475043605788,11501.521471799071,16287.738456122639,18643.84935347518,22262.76531872634
6949.537801820874,10421.53337458245,11490.55291225484,16271.05181641731,18626.15600526102,22242.872887250684
6941.927857743642,10410.583459518222,11479.577941352436,16254.355527810332,18608.455605416424,22222.975898991208
6934.377546612532,10399.722705319804,11468.692566622078,16237.792873925358,18590.889777189965,22203.214700880162
6926.831685549414,10388.869353265845,11457.815235296908,16221.242642731322,18573.33755222953,22183.468519244416
6919.322043057267,10378.079519338287,11447.00927111947,16204.80392371105,18555.910801769358,22163.863816177538
6911.81833971583,10367.300128986399,11436.214551855945,16188.383168120114,18538.503424021892,22144.280262014483
6904.369562982918,10356.600778166892,11425.49723372928,16172.085017677613,18521.222264986325,22124.837184716653
6896.980734202949,10345.970571708549,11414.829768349588,16155.868330233123,18504.003235229437,22105.448130613564
6889.591987958416,10335.340510692313,11404.162491407398,16139.651911744611,18486.784570137548,22086.059597197956
6882.212870369625,10324.730101258905,11393.52283874875,16123.474232376313,18469.6196969217,22066.745436649722
6874.863041038694,10314.149681367277,11382.903463733699,16107.328633708934,18452.47910236749,22047.453834674816
6867.537567551055,10303.603684768144,11372.317144712222,16091.234856916268,18435.39163356186,22028.220614029855
6860.253581154429,10293.12814240075,11361.811428758074,16075.261386492224,18418.442921960774,22009.14917348871
6852.985352950331,10282.679389902312,11351.338212664314,16059.334351151521,18401.55193652459,21990.15179660266
6845.726594748909,10272.242240661015,11340.874666535929,16043.42218741603,18384.67457899846,21971.169140769856
6838.523854385467,10261.884011577617,11330.490097478509,16027.628367677495,18367.92502851241,21952.336385385457
6831.34120364439,10251.56261363731,11320.151394765586,16011.90221529356,18351.259908577817,21933.60919329377
6824.158986059827,10241.241921080667,11309.813453448507,15996.177247234102,18334.596111064275,21914.883543494885
6816.977278721084,10230.922289654143,11299.477186559829,15980.45450465055,18317.93585160107,21896.16356037218
6809.8056123088045,10220.614948024477,11289.154312973842,15964.750332434245,18301.300203765575,21877.480602053398
6802.641480200773,10210.318560365376,11278.844764057136,15949.064689631765,18284.689787839503,21858.834641890433
6795.51164577173,10200.058579323224,11268.56150549165,15933.420168035598,18268.113255388856,21840.22331392906
6788.406310253509,10189.82185491797,11258.291273051414,15917.797495529305,18251.548768506087,21821.618507185598
6781.3010537754835,10179.585271412421,11248.021223613934,15902.1750844025,18234.98463617481,21803.014206810378
6774.1896191427895,10169.338851683548,11237.741039681276,15886.536634231508,18218.403652192595,21784.39194594872
6767.073241111088,10159.085571801583,11227.45429726267,15870.887790089953,18201.81215960706,21765.758717219574
6759.969683438918,10148.854276134618,11217.191314766047,15855.27641673326,18185.2611526872,21747.169358474384
6752.896645135916,10138.679559393264,11206.991940540825,15839.767444664561,18168.824449924876,21728.70786616402
6745.802243167125,10128.479631842589,11196.77269188024,15824.228289343473,18152.363898802058,21710.227664223545
6738.706711122872,10118.279088841338,11186.553291352282,15808.688921455094,18135.90349218188,21691.7478753096
6731.617079669015,10108.088264832215,11176.344263700896,15793.16558222914,18119.460339921337,21673.286856466126
6724.543892923746,10097.919672006645,11166.156932421887,15777.674908808807,18103.052430191558,21654.868025180247
6717.52611240272,10087.806346124175,11156.004534907377,15762.24203177501,18086.68596767106,21636.487429209345
6710.522505484743,10077.705645670496,11145.859127999009,15746.820474233946,18070.325889065767,21618.110626413152
6703.539099430285,10067.63675878388,11135.747581848143,15731.449451802007,18054.019975247633,21599.792221872936
6696.5822695460865,10057.605476031807,11125.671891053873,15716.13200297221,18037.76553697239,21581.523713684004
6689.699322294648,10047.683976010336,11115.705771920912,15700.978050812122,18021.674610259826,21563.419052454996
6682.854115996297,10037.817906916196,11105.794276835306,15685.905663806461,18005.664210818362,21545.394061460902
6676.02997793973,10027.988787204253,11095.924306826135,15670.89815069176,17989.726831953383,21527.451446794686
6669.21751557766,10018.18014535316,11086.077361633086,15655.926597917753,17973.82995621017,21509.554572231784
6662.44791918038,10008.435206054746,11076.293730927431,15641.055987366219,17958.038312806195,21491.771758756586
6655.727146865151,9998.756520876303,11066.570961623896,15626.281212486356,17942.342962918614,21474.097892605867
6649.016021197982,9989.088768153957,11056.855649649835,15611.518864546342,17926.656165851193,21456.430055322006
6642.308429031509,9979.427843653984,11047.149744412694,15596.76972332366,17910.98757827338,21438.78735037891
6635.614236256031,9969.78802931855,11037.469140090658,15582.05675123638,17895.365216717735,21421.206288132536
6628.96354614771,9960.190898953235,11027.81559391076,15567.387203981241,17879.772967521807,21403.650443269933
6622.320024349396,9950.607635819946,11018.178612347021,15552.742960101274,17864.21072785468,21386.130730982928
6615.706617651003,9941.074880022155,11008.599845384428,15538.184488352159,17848.748766094,21368.730484969055
6609.0967672375045,9931.548829530471,10999.030373677442,15523.638849650015,17833.304877670093,21351.356129260897
6602.486465542408,9922.024235411427,10989.465422698322,15509.098959797395,17817.872354719886,21334.00106572119
6595.89080306771,9912.530205868186,10979.943189029656,15494.62021612204,17802.52322321254,21316.75833194315
6589.339519943138,9903.110837272352,10970.503992548363,15480.269587522414,17787.319220032943,21299.682980085774
6582.791256870769,9893.696299347037,10961.069782830604,15465.926889963763,17772.123609750175,21282.61672822301
6576.24368290058,9884.28320579893,10951.637871171442,15451.587238046988,17756.932870752764,21265.558308194548
6569.713936041402,9874.888223663635,10942.221110624465,15437.269551874064,17741.765826021878,21248.532107048388
6563.193607987485,9865.505404544572,10932.817692532022,15422.970665212464,17726.622910435948,21231.54043040051
6556.694664275996,9856.14465973034,10923.430088044039,15408.696497967338,17711.501134246668,21214.5722806543
6550.192854743766,9846.77562824135,10914.032173032669,15394.407641549813,17696.364221669704,21197.59030247425
6543.69112062895,9837.406731250732,10904.634432869158,15380.119034746234,17681.227648071388,21180.60880912621
6537.1900498334835,9828.038905432179,10895.237835522857,15365.832206762558,17666.093026661954,21163.629531122147
6530.6928162820495,9818.67448164597,10885.843440540899,15351.548844026662,17650.961096078798,21146.652760309145
6524.213922617209,9809.339832109183,10876.480422410175,15337.314984965047,17635.88203765334,21129.73296331034
6517.757714592937,9800.04504604321,10867.161102741451,15323.150598573948,17620.879015453804,21112.896614167992
6511.289481743406,9790.736702831422,10857.831860562083,15308.971407619478,17605.865807340426,21096.054088459266
6504.820800010328,9781.428179642982,10848.502653866843,15294.792276938682,17590.852854043358,21079.212009897004
6498.348902039437,9772.114645057163,10839.168252670923,15280.605095949451,17575.831410982115,21062.360904794405
6491.87257553625,9762.794396733429,10829.827537030407,15266.407673144342,17560.800483696617,21045.501609479412
6485.447638190706,9753.537211888317,10820.541380575283,15252.29288472694,17545.848392782784,21028.72756564572
6479.064751006856,9744.321168088718,10811.281122809498,15238.21937958916,17530.923234022823,21011.9719980046
6472.683791380639,9735.108183307459,10802.024158494762,15224.1507793658,17516.0034097088,20995.222301438378
6466.340153636462,9725.946935799288,10792.815349316139,15210.154154082893,17501.15086175516,20978.535821888072
6460.035051881994,9716.839995713866,10783.657940392302,15196.234300890232,17486.37122414542,20961.918860317965
6453.816022564823,9707.859088913163,10774.624284762227,15182.499287718103,17471.773354734123,20945.480924861324
6447.598413002703,9698.880674411794,10765.593452287112,15168.768663268515,17457.180479379324,20929.048718854043
6441.396442393925,9689.92968810096,10756.593450075012,15155.08619908598,17442.641825376606,20912.67770470987
6435.201819751892,9680.986358110697,10747.599192771715,15141.412921462454,17428.111129203768,20896.314453326428
6429.053216419154,9672.110915133955,10738.673353169987,15127.847653380462,17413.695844588678,20880.08128674888
6422.900993538613,9663.233252515714,10729.74976086125,15114.2839696519,17399.289945742483,20863.868445978318
6416.7488304775525,9654.355714959624,10720.826337363815,15100.72052778315,17384.88437899114,20847.656082335474
6410.601930285609,9645.488353825365,10711.916939030178,15087.176774444277,17370.50596194737,20831.481181168863
6404.474429843267,9636.642908782598,10703.02658697788,15073.661447450231,17356.156620600294,20815.34070731853
6398.381499401448,9627.836424999126,10694.166524330503,15060.194093445945,17341.849198301356,20799.242429280574
6392.30925834926,9619.065882810342,10685.347116170551,15046.789272891247,17327.612922222455,20783.225854898497
6386.254767630926,9610.327238303433,10676.567190407337,15033.442275771593,17313.449018400086,20767.30139528527
6380.201899563331,9601.591873780651,10667.792161660334,15020.101922357686,17299.29505200997,20751.391828220145
6374.137847743372,9592.8462246586,10659.014211432383,15006.755009919982,17285.145525602704,20735.499152928074
6368.0746252544395,9584.114075927724,10650.265032210804,14993.447429942342,17271.060508020444,20719.7009271348
6362.062017966107,9575.465272657448,10641.605669814866,14980.280226228826,17257.12997667993,20704.076169605345
6356.052755712714,9566.821817761716,10632.951823094489,14967.121799129372,17243.208721682633,20688.461452371237
6350.043926870003,9558.179262665106,10624.299393678135,14953.96525692989,17229.290459542,20672.851525309838
6344.053235451226,9549.555044241068,10615.662170790532,14940.830796427617,17215.395822093626,20657.27357295322
6338.0740020403555,9540.94357273589,10607.036743196597,14927.713364233894,17201.52061970067,20641.721934629015
6332.105503920494,9532.345297355552,10598.423787508438,14914.614251282414,17187.665799000584,20626.19702878581
6326.135849395904,9523.742562056517,10589.804917638667,14901.506789832221,17173.80215967536,20610.66401985238
6320.166266907529,9515.139955281265,10581.186214989662,14888.399567026547,17159.93884480534,20595.13147568771
6314.203422012395,9506.548103971965,10572.57866787202,14875.309942967302,17146.094177425603,20579.61906021306
6308.263823760301,9497.99011206293,10564.00457418974,14862.273160146233,17132.304127603536,20564.16478550493
6302.334634148594,9489.444551627086,10555.441383026951,14849.253586272096,17118.530815496237,20548.727825541242
6296.430797010268,9480.941807798525,10546.92407582937,14836.306448735138,17104.83538880788,20533.37499283858
6290.54700541622,9472.464640878212,10538.42836654188,14823.392460163544,17091.168423468793,20518.047084439084
6284.666022903295,9463.99067053153,10529.935186777813,14810.482300606982,17077.504616134156,20502.72190689987
6278.78586485365,9455.517306645004,10521.442385413186,14797.5726829233,17063.84126686934,20487.39725261274
6272.906661800252,9447.045483356364,10512.951237339108,14784.665602080886,17050.180694513165,20472.075708305343
6267.039614381818,9438.592734835465,10504.48183241666,14771.789523265657,17036.557062461437,20456.80045416003
6261.238348173296,9430.22073869124,10496.080945546906,14759.016246489333,17023.024529238504,20441.610541649792
6255.447564978311,9421.858092509501,10487.685253857744,14746.251375765476,17009.496773173327,20426.42352065411
6249.652956535703,9413.489420680906,10479.283166295336,14733.476946673847,16995.95882772572,20411.225626846026
6243.92138499348,9405.206463904846,10470.958988640004,14720.819003837354,16982.526702143245,20396.123826206698
6238.213474419242,9396.95774332301,10462.668038465737,14708.210697954411,16969.1428555809,20381.06911111102
6232.532843100997,9388.748616731778,10454.415588170734,14695.659925223412,16955.815023428804,20366.069026251673
6226.856267709845,9380.546605431646,10446.17115252613,14683.121655801137,16942.501309179275,20351.084946630246
6221.187245786707,9372.357842975101,10437.941620509271,14670.606656282762,16929.213821365654,20336.13051440374
6215.530761339234,9364.181554738703,10429.720955423709,14658.105859337275,16915.9380561691,20321.18711626204
6209.885046980302,9356.021247499571,10421.519126375286,14645.632982765519,16902.698184736208,20306.292625766444
6204.221111359648,9347.841533420064,10413.30646283552,14633.140690784823,16889.450207055626,20291.401038603268
6198.557241915315,9339.661943503314,10405.09396303007,14620.648632734885,16876.202548871417,20276.509910102024
6192.898605474786,9331.492472736174,10396.895409927678,14608.176152900307,16862.981888726525,20261.656034753545
6187.255014073689,9323.338858654091,10388.710169097682,14595.72345026437,16849.781276846363,20246.825959417365
6181.63907344891,9315.222067798828,10380.55882156585,14583.324060090117,16836.633661655374,20232.052756476995
6176.050895252825,9307.152091511341,10372.459284048082,14571.004814028109,16823.575677266992,20217.380881095796
6170.473745568125,9299.103605108941,10364.388098733667,14558.727138068221,16810.572461881624,20202.781663941576
6164.898272334987,9291.058508865855,10356.321977033076,14546.456330829407,16797.57952345506,20188.197850552853
6159.318734044434,9283.009991089539,10348.25567381754,14534.184228229045,16784.59046739164,20173.624371682134
6153.744747999068,9274.979437547978,10340.22014213516,14521.954875581037,16771.666296976928,20159.143417734995
6148.204687117442,9267.005386393788,10332.246544715286,14509.821645238817,16758.84958964875,20144.78493435892
6142.6723385874175,9259.043647836783,10324.285596717167,14497.708580946513,16746.054096160602,20130.449254333667
6137.14005953701,9251.082033342798,10316.324810352135,14485.59574721636,16733.25891663054,20116.114024850933
6131.617263656177,9243.131229128525,10308.374816948623,14473.4980861266,16720.48267640245,20101.80654514266
6126.1080499154405,9235.19335515319,10300.434137747328,14461.414433624423,16707.719100822094,20087.51402575669
6120.602646232155,9227.263089370823,10292.504747824707,14449.346101866744,16694.97852845771,20073.256566051103
6115.105797756359,9219.343795865365,10284.5844426357,14437.291661322854,16682.249350098922,20059.008422722265
6109.614933339941,9211.431684175026,10276.669721092569,14425.245871594903,16669.52695362088,20044.765697147748
6104.124137810848,9203.51969547437,10268.755159729406,14413.200310409236,16656.80486826121,20030.523417949884
6098.662163266013,9195.653669497573,10260.88815712466,14401.229861361639,16644.162131372832,20016.36640655972
6093.2171507935345,9187.806161324814,10253.036110043773,14389.28305460726,16631.541160411925,20002.231299547926
6087.782580331801,9179.975624895576,10245.201975216634,14377.364495574338,16618.950399078472,19988.128795362274
6082.385744949802,9172.199605307693,10237.419514174411,14365.526825325202,16606.438304658837,19974.10471974441
6077.029205090954,9164.473198008996,10229.677628418438,14353.75108936555,16593.97739780107,19960.123399718337
6071.674165062707,9156.747811206307,10221.936299585053,14341.976145094113,16581.517050534916,19946.14263522017
6066.325650399842,9149.032026944134,10214.204768957428,14330.216307359251,16569.07267344011,19932.17911098423
6060.9938421210045,9141.342986762718,10206.501426095849,14318.500043345244,16556.674877344823,19918.26595295624
6055.684722000775,9133.690010199105,10198.838343373876,14306.84105882285,16544.341985329364,19904.428669439098
6050.416574851007,9126.087652079681,10191.21815475828,14295.24621689225,16532.064711119965,19890.640733972352
6045.14992620836,9118.486682632372,10183.598815713969,14283.65272352205,16519.788357405996,19876.85357553258
6039.889338014294,9110.894129076463,10175.987338626528,14272.070972145308,16507.523045044283,19863.07690366968
6034.664645919342,9103.350571978188,10168.42061414109,14260.55612434685,16495.318882226715,19849.356194214553
6029.439588346444,9095.806128168,10160.85264425405,14249.039442963052,16483.11236643888,19835.6326571457
6024.217090911293,9088.265274528723,10153.288038222956,14237.527793483405,16470.910575925045,19821.91359608339
6019.0023621545215,9080.738047100178,10145.738758837706,14226.040075902849,16458.73575439541,19808.22501569518
6013.798801336429,9073.230407086785,10138.211501507281,14214.586754293701,16446.599670169915,19794.580174858213
6008.603833622541,9065.73039188228,10130.68889607877,14203.140881830252,16434.468836235574,19780.939732516792
6003.415893645162,9058.239467718464,10123.176706737295,14191.709921242184,16422.358022979064,19767.328752961905
5998.218704316461,9050.739186460298,10115.66037070753,14180.270771411633,16410.24648553523,19753.725344171056
5993.021581036972,9043.239025279097,10108.144192001666,14168.831846052699,16398.135254519617,19740.122375812978
5987.828723933681,9035.747112288134,10100.63938019735,14157.408877856951,16386.04602806329,19726.54977371615
5982.644192954447,9028.265839391328,10093.146542079041,14146.002858456097,16373.978419820996,19713.00627183709
5977.467494761553,9020.797165045842,10085.667573318948,14134.618256811707,16361.935113217427,19699.49144270408
5972.314785572427,9013.366953606557,10078.22954879463,14123.297466016094,16349.961048268036,19686.05307305372
5967.176236855779,9005.962548760595,10070.823230661052,14112.023851949114,16338.045246014288,19672.6873614009
5962.040332372757,8998.563464679391,10063.424820345681,14100.760974673613,16326.145443223522,19659.345554777683
5956.905038659614,8991.165329928304,10056.027569076867,14089.49973049632,16314.247869811566,19646.00711601785
5951.793741073952,8983.8014034885,10048.665400308451,14078.290622748978,16302.408314802335,19632.73919191037
5946.701019244503,8976.470932421122,10041.344117508623,14067.14222153787,16290.643460124447,19619.563842398828
5941.616488439322,8969.15403098079,10034.037601459928,14056.016803151313,16278.904140842711,19606.41745201575
5936.532024119301,8961.837248360413,10026.731240400795,14044.891605787332,16267.165122963263,19593.27149489202
5931.448510664972,8954.522472487215,10019.42809486978,14033.770659689613,16255.432939956027,19580.136562503216
5926.374597494239,8947.217532706862,10012.133293415165,14022.661783357174,16243.713940147416,19567.019674752293
5921.304765984855,8939.91935022989,10004.847496874605,14011.565295741486,16232.012611874394,19553.929176646576
5916.233798431713,8932.62238587807,9997.565868991776,14000.474049009454,16220.320760952189,19540.853327847362
5911.200179619465,8925.371859724819,9990.321484715123,13989.440115225763,16208.674568933093,19527.813664575275
5906.166626635693,8918.121451236813,9983.077253924748,13978.406400358406,16197.0286754495,19514.774430447942
5901.136534308083,8910.876572742218,9975.838772933483,13967.381745847564,16185.392412269983,19501.745640052686
5896.131274092311,8903.669656630298,9968.638765167725,13956.417857908595,16173.819727458907,19488.784887975635
5891.132788274765,8896.467839008043,9961.441236269919,13945.457887484114,16162.249067823992,19475.825370931172
5886.147164879725,8889.287433489988,9954.26644646938,13934.53386765114,16150.716873544796,19462.907346173804
5881.2205355482765,8882.189600903643,9947.167657364807,13923.728498074423,16139.296843066717,19450.098260481012
5876.325912681601,8875.129967283354,9940.09943055299,13912.969603445228,16127.914379679096,19437.319758954844
5871.432939157789,8868.07144126554,9933.031794849256,13902.211546941398,16116.532488071469,19424.541806645935
5866.551638134213,8861.030886481445,9925.982820761317,13891.482309420131,16105.18123695585,19411.79693427446
5861.68989398323,8854.02163636346,9918.96683492968,13880.8040703948,16093.884490343957,19399.110973038878
5856.84681758158,8847.041960770353,9911.984251165068,13870.173363704442,16082.642940152771,19386.491746252414
5852.018997979491,8840.083795467599,9905.021747971878,13859.572326945032,16071.42863769058,19373.897265830805
5847.191087582877,8833.125608410246,9898.059321404251,13848.971384442098,16060.214564336638,19361.303174961882
5842.376262041373,8826.187961266689,9891.118694540164,13838.402975042449,16049.035278540934,19348.74652555649
5837.570977093066,8819.263612603181,9884.19053694814,13827.853194275991,16037.873570234093,19336.206604917053
5832.762858327914,8812.335234638334,9877.25857105192,13817.297704785035,16026.706501416294,19323.661715295268
5827.950203153458,8805.400354146035,9870.320390656605,13806.732910476148,16015.530570543677,19311.108444610807
5823.142306563651,8798.473821066338,9863.391607161084,13796.182781448331,16004.371185178163,19298.573907745216
5818.350525758868,8791.575552257322,9856.494590456354,13785.682278993794,15993.267664199178,19286.102403636236
5813.560905491933,8784.679054826534,9849.598536944759,13775.183300140106,15982.165079490027,19273.631639023595
5808.790586401966,8777.810683435106,9842.730808015933,13764.728855995445,15971.110387889974,19261.215630444465
5804.0345225450565,8770.95999914473,9835.87831161114,13754.297956796356,15960.078922301884,19248.827638523388
5799.279388598794,8764.110396363005,9829.026615602223,13743.86835689588,15949.04848053319,19236.440561337135
5794.52532353344,8757.262853260054,9822.17775199337,13733.44273557886,15938.023523269352,19224.06106623022
5789.779374135498,8750.428901247466,9815.346529892173,13723.041952647633,15927.032061398058,19211.727445467674
5785.027786735,8743.588892571413,9808.511948029925,13712.635358554115,15916.03809549069,19199.39413950443
5780.2861606213155,8736.765983582027,9801.69640480557,13702.258372221015,15905.077256464552,19187.098666395104
5775.560762784091,8729.970150819276,9794.911502310748,13691.927835879196,15894.169662034288,19174.86471050743
5770.848264736871,8723.196686709893,9788.153974248151,13681.636727468001,15883.311292996077,19162.69385664821
5766.1362272947035,8716.42414318864,9781.397805669845,13671.347470646291,15872.455674309895,19150.527113129356
5761.445456909758,8709.677628591726,9774.662934505901,13661.091260145555,15861.629121694008,19138.38934061756
5756.7918854566105,8702.982560126777,9767.978086146704,13650.910540081528,15850.881615503302,19126.341396947908
5752.151605583527,8696.311428552797,9761.322378151326,13640.773202158183,15840.187222686796,19114.358850213706
5747.512220564153,8689.641736077147,9754.66817634032,13630.638243251182,15829.495390761505,19102.379149174438
5742.8728989887595,8682.97215713943,9748.01412292939,13620.503495846595,15818.803847882406,19090.39986457373
5738.23478925215,8676.30535780223,9741.364692477668,13610.37483074508,15808.122238882046,19078.436697741538
5733.596200258327,8669.639115182383,9734.717268019544,13600.248662902126,15797.445577185481,19066.481991601693
5728.96105339166,8662.979686160574,9728.079863603358,13590.136130292758,15786.78925580232,19054.55816951095
5724.335481747605,8656.333097920178,9721.453918556013,13580.040799227769,15776.14859633493,19042.64942828021
5719.7513006232275,8649.736590880915,9714.867054040475,13570.005954319364,15765.5550739635,19030.777422253155
5715.1671822501285,8643.140196183129,9708.280336402131,13559.971318768323,15754.961837771101,19018.905828597504
5710.584598286512,8636.546259910248,9701.696191331965,13549.940724832835,15744.372932332693,19007.038987639495
5706.009717146996,8629.963749318222,9695.12346168149,13539.928146964317,15733.802775781493,18995.192212826507
5701.43804135383,8623.383680131114,9688.551966075407,13529.917505823647,15723.233711756568,18983.34622675863
5696.88307963503,8616.831572050249,9682.010328135906,13519.953999366506,15712.715254805476,18971.554889841434
5692.369153007021,8610.339081116406,9675.525386489122,13510.079477723199,15702.283684630518,18959.850605787502
5687.877737358903,8603.873333149415,9669.061810276484,13500.237431191803,15691.878369031809,18948.16773325349
5683.387780571389,8597.408560655329,9662.598762557629,13490.39612835056,15681.4735754809,18936.485376820754
5678.90288067236,8590.951128132434,9656.143164173496,13480.566303690655,15671.080897419411,18924.816105108617
5674.4361985281585,8584.522856849026,9649.718296076426,13470.783986189103,15660.738994413077,18913.201717128813
5669.9802752145515,8578.110182668064,9643.310330857985,13461.026139756963,15650.426036912093,18901.624518688306
5665.5325153929425,8571.709870761762,9636.914557386937,13451.286537069358,15640.131413017225,18890.06685538379
5661.081892815406,8565.307079313388,9630.517516773634,13441.544846998118,15629.835821729273,18878.508919468542
5656.642400131742,8558.921875478793,9624.13925866899,13431.831184516344,15619.570368916971,18866.9835854691
5652.204355515038,8552.540287201507,9617.766169586252,13422.125209367474,15609.315057785316,18855.471014621915
5647.768456955713,8546.162332125898,9611.397167915338,13412.425301102427,15599.066502740505,18843.96592343645
5643.346397874862,8539.805349774773,9605.049555691134,13402.757263145148,15588.850531132766,18832.494233753994
5638.924400792505,8533.44847851743,9598.702088935668,13393.089432425008,15578.634843249692,18821.022953512325
5634.513593516232,8527.111232914134,9592.376685667505,13383.456064015554,15568.457963666573,18809.59548664536
5630.106427790466,8520.780375775652,9586.05847837327,13373.833921886271,15558.293760245251,18798.18239122447
5625.709866327847,8514.467268395652,9579.758926345961,13364.241613365935,15548.16132666001,18786.803703220794
5621.342063788505,8508.194963374612,9573.498237593094,13354.710630103542,15538.091806025932,18775.495925225812
5616.999391818563,8501.951450780243,9567.25797656536,13345.213199990245,15528.047170968373,18764.208723736236
5612.656783782959,8495.708049617722,9561.017860484837,13335.715976149,15518.002817875093,18752.92192898201
5608.3171832272155,8489.470461282905,9554.785753811611,13326.22999660722,15507.973970897801,18741.656538295378
5603.98209484217,8483.240120135359,9548.562990032824,13316.757140003634,15497.962869808212,18730.41552949379
5599.643930700514,8477.007515600419,9542.340251797803,13307.283853390105,15487.954334814141,18719.18021297764
5595.3153589290305,8470.789566074369,9536.13274522873,13297.834323832976,15477.971336608749,18707.973268849695
5591.0085916676,8464.60877088354,9529.967908761257,13288.448933520045,15468.062603064474,18696.852908405326
5586.711668457818,8458.444861539372,9523.823822243023,13279.093087772728,15458.19108263601,18685.78091169266
5582.414806245752,8452.281061466183,9517.679878826097,13269.737445841702,15448.319841334163,18674.709317965444
5578.148773570818,8446.155053100947,9511.566824154652,13260.429801479704,15438.49057201099,18663.678871733853
5573.917179938588,8440.076642392629,9505.499919916923,13251.191893334328,15428.734004192045,18652.73049289697
5569.70296659716,8434.027930978053,9499.466785783263,13242.005623261359,15419.037101720618,18641.85215886104
5565.491358066429,8427.98338529943,9493.437950393221,13232.826191183496,15409.347432724298,18630.981664664912
5561.279809959257,8421.938947937664,9487.409256960731,13223.646961253227,15399.658040751214,18620.111570664914
5557.069084805125,8415.896686166716,9481.384369318823,13214.472714147865,15389.97693722915,18609.254999454482
5552.853198933201,8409.851084127238,9475.359507435704,13205.297745353106,15380.299191867238,18598.406191056823
5548.640057989367,8403.810910285054,9469.34261914777,13196.133631607721,15370.637626255655,18587.581939091666
5544.434433536372,8397.779643683292,9463.333199999473,13186.980815915376,15360.986696354994,18576.769470503627
5540.266522742248,8391.792467112396,9457.356949115578,13177.879742160094,15351.374880042546,18565.98677741905
5536.098671726,8385.805397728207,9451.380838734216,13168.778868503356,15341.763337989483,18555.204480583372
5531.93088048678,8379.818435529081,9445.404868853057,13159.678194941907,15332.15207019104,18544.422579989307
5527.765507063872,8373.835338915787,9439.432924751269,13150.583859611366,15322.547553892298,18533.64802563598
5523.5997981199935,8367.852223605787,9433.461240521578,13141.489910654835,15312.943700806938,18522.874377410728
5519.444235643688,8361.88611253412,9427.507794890469,13132.424706891412,15303.370818946016,18512.13425368229
5515.306239957748,8355.948710994351,9421.58435013358,13123.40700520359,15293.8481640077,18501.447883242017
5511.179621810089,8350.02637305155,9415.674237292367,13114.409963545775,15284.344367892678,18490.779266096964
5507.054161375963,8344.104802420823,9409.764556873302,13105.41351972575,15274.841021692275,18480.11112253166
5502.929466165431,8338.183787183792,9403.855215111173,13096.417560557064,15265.338075324848,18469.443430382766
5498.809654940533,8332.270597674984,9397.954139766429,13087.434368343273,15255.848817453829,18458.790606403774
5494.693030643034,8326.362922872831,9392.059709533118,13078.460923255323,15246.371573852753,18448.153008675738
5490.600360347855,8320.482568906082,9386.186583553266,13069.52108451087,15236.924545283233,18437.548553464294
5486.5053812042315,8314.59994984974,9380.311718303275,13060.57881873435,15227.475501690718,18426.942410770745
5482.410461516772,8308.71743741966,9374.436992882605,13051.636752050657,15218.026731112483,18416.336662728056
5478.328744067142,8302.855772187422,9368.584513167476,13042.727883079944,15208.613628227791,18405.76945953381
5474.2485738529285,8296.996370467503,9362.734285341212,13033.822368716108,15199.203916971834,18395.20576179701
5470.187245708297,8291.165143120523,9356.91238007072,13024.959093151647,15189.83677052013,18384.685072112
5466.152033700606,8285.372451287267,9351.12864818346,13016.152799516516,15180.526188589805,18374.220664960485
5462.11688087198,8279.579865651896,9345.345055679336,13007.346704309713,15171.215878978324,18363.756651726442
5458.092190607092,8273.805630354223,9339.582093660925,12998.572832517177,15161.941858152983,18353.333610469672
5454.068010836262,8268.032292713046,9333.820159959607,12989.800548444418,15152.669672091284,18342.912723458387
5450.051908679035,8262.275284196989,9328.076793214748,12981.057944588792,15143.430225689926,18332.52786054628
5446.065623739301,8256.557934978926,9322.368755377063,12972.37131212922,15134.245240996523,18322.20286763601
5442.103897706105,8250.868476098982,9316.680021692022,12963.716653217005,15125.082930899505,18311.895028992723
5438.14223040513,8245.179122666092,9310.991426482324,12955.06219139316,15115.920891385158,18301.587581833155
5434.183369015022,8239.495192447697,9305.310303992015,12946.41822036403,15106.773319492857,18291.30010665796
5430.2277435457945,8233.81759192079,9299.637893477886,12937.786495129309,15097.64258950117,18281.035838642558
5426.279062063998,8228.146978082777,9293.970355592763,12929.162404346358,15088.518072801837,18270.778023660685
5422.345083404962,8222.499988789172,9288.327506198199,12920.577114600947,15079.434798521086,18260.565014829586
5418.428517609353,8216.883097283411,9282.719482796008,12912.04439508822,15070.412717062742,18250.42354417135
5414.522506610515,8211.28439974882,9277.133686472294,12903.543591693644,15061.430476531648,18240.33322815746
