pl_f217xpl_f217,pl_f217xpl_f353,pl_f217xpl_f545,pl_f217xpl_f857,pl_f353xpl_f353,pl_f353xpl_f545,pl_f353xpl_f857,pl_f545xpl_f545,pl_f545xpl_f857,pl_f857xpl_f857
1095.4406823551085,4479.570888488229,11219.822036541787,18534.401803673365,18743.07063858758,48311.64705674048,81810.29302481853,130257.49632132183,231940.8096639999,443407.711151192
1106.3393896522416,4520.874157589272,11304.369588921485,18622.615061244796,18904.61830105213,48653.921326294294,82171.25892278465,131005.40614536105,232691.9394714971,443826.32259652874
1116.5714280053548,4559.474414958025,11382.29798762311,18700.353896573237,19054.915860844692,48967.76603990236,82486.10932459208,131678.17833730852,233315.6984333596,444017.47388075053
1126.1506198494367,4595.427963296495,11453.756489907208,18767.914773359036,19194.207804506394,49253.874949312834,82756.28193327866,132277.9291486117,233816.70595597496,443991.6590305545
1135.094869940685,4628.8099284491,11518.935678858204,18825.640764022894,19322.820486221684,49513.118660248976,82983.41776027354,132807.1699359805,234200.0826385428,443760.1563170936
1143.422702948858,4659.6987593970725,11578.046531617123,18873.932471498105,19441.09859730138,49746.46265740123,83169.40294622107,133268.75046665623,234471.66779729715,443335.5759223309
1151.1633956483988,4688.215690500743,11631.412801187762,18913.37834388957,19549.558489774576,49955.32643046065,83316.87085485163,133666.70423856098,234639.1783328295,442733.30919167906
1158.3167964105414,4714.354921459435,11678.98438095817,18943.835946559673,19648.16870057551,50139.531534836366,83425.36772462633,134000.51811319418,234701.78053619873,441953.1154143075
1164.9052233277937,4738.215131239799,11721.051431363772,18965.90609120603,19737.373147798946,50300.40282531426,83497.66321581429,134274.2119782672,234668.02099002455,441013.54589178035
1170.9509504258813,4759.873566742806,11757.773545019656,18979.83998343813,19817.434895314305,50438.46950547415,83534.59790569627,134488.8098762972,234539.48987695648,439916.45027725183
1176.4645648032956,4779.388105718354,11789.33278682242,18985.967476502854,19888.65632610925,50554.66228615283,83537.83361278647,134647.16602190846,234321.29786713107,438671.12497583084
1181.4640195189038,4796.823449023854,11815.859543000835,18984.43155464848,19951.289572105783,50649.54373560087,83508.06857159363,134750.69276896497,234015.45176874634,437280.98094287055
1185.960584459784,4812.233394139683,11837.519346722105,18975.59276701467,20005.589067184184,50723.898561909795,83447.03930021441,134801.86925547925,233627.65969137062,435759.7405704146
1189.9694802786755,4825.666915633367,11854.40794911812,18959.62339486697,20051.695486356835,50777.95068682607,83355.14763567744,134800.8555695962,233158.0151323105,434105.9020244832
1193.5072911313223,4837.198585263447,11866.72395560293,18936.816156478162,20089.968033989593,50812.71819321638,83233.97032580145,134750.68871624337,232611.39947109047,432327.50237608945
1196.5790214566707,4846.857994245882,11874.555082294282,18907.305917320467,20120.566078866977,50828.668972760606,83084.2914067981,134652.8276335585,231990.6936156961,430431.8725965444
1199.2116796004861,4854.737164242475,11878.103364401877,18871.48333811024,20143.781674862952,50826.39181345757,82907.305323101,134508.30473317872,231297.9805703514,428421.8163399941
1201.4105659733113,4860.867620597291,11877.465887757658,18829.468418643104,20159.811541614,50806.52445763578,82703.92451700302,134319.2498131483,230536.4371037026,426301.87151399825
1203.198885336246,4865.355461792717,11872.941076619592,18781.78802554343,20169.129925743757,50770.385230327745,82476.50643833581,134089.38265594287,229713.12481033814,424087.17426023463
1204.5859505267906,4868.223077327379,11864.555458657993,18728.52273238251,20171.75156108451,50717.852076110175,82224.95144755674,133817.84862829398,228826.48099362367,421772.924446244
1205.598228966769,4869.596004494574,11852.665829677597,18670.242305332915,20168.29549966389,50650.74750019761,81952.27291055857,133510.21807948066,227886.19717336955,419377.6656206524
1206.249556796552,4869.520734317876,11837.371365803981,18607.141250121338,20158.886188787703,50569.24880854225,81658.86453361118,133166.4493276691,226892.4163328677,416901.80139173864
1206.5538503580526,4868.063365592072,11818.8684548117,18539.58242887971,20143.84545845776,50474.32701426596,81346.48664996882,132789.48274101774,225850.30499507455,414353.8411861922
1206.5350524232297,4865.331218033025,11797.454696462624,18468.050592261934,20123.653451753,50367.31166186845,81017.32396855837,132383.03617951946,224766.22631747197,411745.8408416768
1206.195892316174,4861.322518576381,11773.095102381181,18392.522650581715,20098.235175727255,50247.85280474151,80670.91504547725,131945.71638954338,223637.94559989154,409072.98870345263
1205.5774397548043,4856.226772367239,11746.325932344977,18313.88183523496,20068.482818008437,50118.520605002166,80311.55499048284,131485.09889295226,222478.56456697686,406359.71057625796
1204.661905324087,4849.947746905305,11716.852971965478,18231.669213190948,20033.87881770551,49977.71875341582,79936.6670117014,130996.14517988187,221279.50145887685,403589.7260084566
1203.5040504278172,4842.744464869808,11685.42747025539,18147.182319817275,19995.6572521373,49829.055771333005,79552.50449852174,130489.5701828629,220059.74152302125,400798.6380548109
1202.0741320754323,4834.456792323312,11651.523279852494,18059.430509204965,19952.979705493457,49669.83740673141,79154.07248751825,129956.82992070142,218803.3661434994,397955.25789927406
1200.4353848706937,4825.39160446816,11616.086845379617,17970.20342723478,19907.325654516753,49504.58797337145,78749.83383695636,129411.67764507938,217536.16169876573,395109.65463520505
1198.5452881370459,4815.325602309867,11578.368456588212,17877.98710440336,19857.559692065093,49329.61150754574,78332.49863092542,128842.41358183352,216235.29205763905,392215.94168495847
1196.4767838331702,4804.612945693798,11539.479492573295,17784.959450522725,19805.380480216667,49150.164132729464,77912.2276662999,128265.09348791081,214931.70511999776,389335.50854385615
1194.1760716805263,4792.977368046836,11498.500576446359,17689.241167161355,19749.411807399945,48961.79951197571,77480.13131980786,127665.74675630267,213597.7808476239,386412.3290112602
